Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
74;21100398001;"Bone Research";journal;"20954700, 20956231";"Nature Publishing Group";Yes;No;4,048;Q1;76;69;170;6582;2592;168;14,86;95,39;39,56;0;5;United Kingdom;Western Europe;"Nature Publishing Group";"2013-2025";"Endocrinology, Diabetes and Metabolism (Q1); Histology (Q1); Physiology (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
75;21101276610;"Microplastics and Nanoplastics";journal;"26624966";"Springer Nature";Yes;No;4,031;Q1;9;14;11;724;184;11;15,11;51,71;45,07;0;7;Switzerland;Western Europe;"Springer Nature";"2024";"Environmental Chemistry (Q1); Materials Chemistry (Q1); Materials Science (miscellaneous) (Q1); Polymers and Plastics (Q1)";"Environmental Science; Materials Science"
76;21101027628;"Cell Reports Medicine";journal;"26663791";"Cell Press";Yes;No;4,028;Q1;64;424;867;28006;7445;717;8,08;66,05;42,53;3;270;United States;Northern America;"Cell Press";"2020-2025";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)";"Biochemistry, Genetics and Molecular Biology"
77;17476;"Experimental and Molecular Medicine";journal;"12263613, 20926413";"Springer Nature";Yes;No;4,001;Q1;133;225;566;17070;7101;556;12,18;75,87;37,51;0;96;United Kingdom;Western Europe;"Springer Nature";"1996-2025";"Biochemistry (Q1); Clinical Biochemistry (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Molecular Medicine (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
78;5800173382;"ISME Journal";journal;"17517362, 17517370";"Oxford University Press";Yes;No;3,973;Q1;251;283;758;20576;9316;746;10,15;72,71;42,14;0;71;United Kingdom;Western Europe;"Oxford University Press";"2007-2025";"Ecology, Evolution, Behavior and Systematics (Q1); Microbiology (Q1)";"Agricultural and Biological Sciences; Immunology and Microbiology"
79;89440;"Genomics, Proteomics and Bioinformatics";journal;"16720229, 22103244";"Beijing Genomics Institute";Yes;No;3,964;Q1;80;88;267;4925;2855;251;7,21;55,97;36,31;0;36;China;Asiatic Region;"Beijing Genomics Institute";"2003-2024";"Biochemistry (Q1); Computational Mathematics (Q1); Genetics (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1)";"Biochemistry, Genetics and Molecular Biology; Mathematics; Medicine"
80;21101136681;"Internet of Things and Cyber-Physical Systems";journal;"26673452";"KeAi Communications Co.";Yes;No;3,952;Q1;23;28;49;1693;1755;48;38,25;60,46;28,21;0;14;China;Asiatic Region;"KeAi Communications Co.";"2021-2024";"Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Computer Science Applications (Q1); Electrical and Electronic Engineering (Q1)";"Computer Science; Engineering"
81;21100466714;"International Journal of Educational Technology in Higher Education";journal;"23659440";"Springer Netherlands";Yes;Yes;3,912;Q1;77;64;189;4480;4081;185;22,57;70,00;46,88;6;22;Netherlands;Western Europe;"Springer Netherlands";"2016-2025";"Computer Science Applications (Q1); Education (Q1); E-learning (Q1)";"Computer Science; Social Sciences"
82;21100447118;"Mycosphere";journal;"20777019, 20777000";"Zhongkai University";Yes;Yes;3,903;Q1;47;29;71;11282;1136;70;16,72;389,03;37,64;0;2;China;Asiatic Region;"Zhongkai University";"2014-2025";"Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)";"Agricultural and Biological Sciences"
83;20373;"Sports Medicine";journal;"01121642, 11792035";"Springer International Publishing AG";Yes;No;3,887;Q1;247;214;520;18981;5413;432;9,50;88,70;29,08;1;33;Switzerland;Western Europe;"Springer International Publishing AG";"1984-2025";"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine"
84;17269;"Studies in Mycology";journal;"01660616";"Westerdijk Fungal Biodiversity Institute";Yes;No;3,867;Q1;126;14;26;9056;431;26;14,69;646,86;32,51;0;1;Netherlands;Western Europe;"Westerdijk Fungal Biodiversity Institute";"1996, 1998-2000, 2002-2025";"Agricultural and Biological Sciences (miscellaneous) (Q1); Plant Science (Q1)";"Agricultural and Biological Sciences"
85;6400153126;"Theoretical Economics";journal;"15557561, 19336837";"";Yes;No;3,857;Q1;40;48;155;1811;205;155;1,22;37,73;19,77;0;6;Canada;Northern America;"";"2007-2025";"Economics, Econometrics and Finance (miscellaneous) (Q1)";"Economics, Econometrics and Finance"
86;21100256102;"Translational Neurodegeneration";journal;"20479158";"BioMed Central Ltd";Yes;No;3,850;Q1;67;66;158;8727;1922;144;13,41;132,23;44,94;0;8;United Kingdom;Western Europe;"BioMed Central Ltd";"2012-2025";"Cellular and Molecular Neuroscience (Q1); Cognitive Neuroscience (Q1); Neurology (clinical) (Q1)";"Medicine; Neuroscience"
87;21100819064;"Cell Discovery";journal;"20565968";"Springer Nature";Yes;No;3,842;Q1;68;122;364;5590;3002;247;8,02;45,82;42,57;0;36;United Kingdom;Western Europe;"Springer Nature";"2015-2025";"Biochemistry (Q1); Cell Biology (Q1); Genetics (Q1); Molecular Biology (Q1)";"Biochemistry, Genetics and Molecular Biology"
88;21100942855;"The Lancet Rheumatology";journal;"26659913";"Elsevier Ltd";Yes;No;3,837;Q1;61;169;538;3841;2734;193;5,39;22,73;49,75;0;25;United Kingdom;Western Europe;"Elsevier Ltd";"2019-2025";"Immunology (Q1); Immunology and Allergy (Q1); Rheumatology (Q1)";"Immunology and Microbiology; Medicine"
89;21100201068;"Cell Reports";journal;"22111247, 26391856";"Elsevier B.V.";Yes;No;3,796;Q1;246;1398;4408;98770;32314;4384;6,57;70,65;41,56;1;427;Netherlands;Western Europe;"Elsevier B.V.";"2012-2025";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)";"Biochemistry, Genetics and Molecular Biology"
90;21100470165;"Advanced Science";journal;"21983844";"John Wiley and Sons Inc";Yes;No;3,775;Q1;220;3211;4373;222730;68974;4362;14,85;69,36;36,83;0;1261;Germany;Western Europe;"John Wiley and Sons Inc";"2014-2025";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Chemical Engineering (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering; Materials Science; Medicine; Physics and Astronomy"
91;21101017370;"npj Flexible Electronics";journal;"23974621";"Nature Publishing Group";Yes;No;3,774;Q1;55;84;184;5064;3003;182;15,70;60,29;29,72;0;10;United Kingdom;Western Europe;"Nature Publishing Group";"2017-2025";"Electrical and Electronic Engineering (Q1); Materials Science (miscellaneous) (Q1)";"Engineering; Materials Science"
92;21101023287;"JACC: CardioOncology";journal;"26660873";"Elsevier Inc.";Yes;No;3,768;Q1;42;136;341;4226;1921;185;5,11;31,07;39,17;0;105;United States;Northern America;"Elsevier Inc.";"2019-2025";"Cardiology and Cardiovascular Medicine (Q1); Oncology (Q1)";"Medicine"
93;21101169024;"Aggregate";journal;"27668541, 26924560";"John Wiley and Sons Inc";Yes;No;3,760;Q1;48;242;270;18585;3899;258;12,55;76,80;38,25;0;72;United States;Northern America;"John Wiley and Sons Inc";"2020-2025";"Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1); Materials Science (miscellaneous) (Q1); Molecular Biology (Q1)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Materials Science"
94;21101198591;"Biogeotechnics";journal;"29499291";"KeAi Communications Co.";Yes;No;3,744;Q1;14;41;32;1960;565;30;17,66;47,80;35,48;0;13;China;Asiatic Region;"KeAi Communications Co.";"2023-2025";"Earth and Planetary Sciences (miscellaneous) (Q1); Geotechnical Engineering and Engineering Geology (Q1)";"Earth and Planetary Sciences"
95;21101172088;"SmartMat";journal;"27668525, 2688819X";"John Wiley and Sons Inc";Yes;No;3,725;Q1;43;84;143;6021;2006;136;14,23;71,68;35,97;0;23;China;Asiatic Region;"John Wiley and Sons Inc";"2020-2025";"Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Mechanics of Materials (Q1)";"Chemistry; Engineering; Materials Science"
96;21101074917;"Advances in Applied Energy";journal;"26667924";"Elsevier Ltd";Yes;No;3,721;Q1;42;41;145;4302;2403;138;15,97;104,93;26,80;1;33;United Kingdom;Western Europe;"Elsevier Ltd";"2021-2025";"Building and Construction (Q1); Energy Engineering and Power Technology (Q1); Energy (miscellaneous) (Q1); Fuel Technology (Q1); Management, Monitoring, Policy and Law (Q1); Mechanical Engineering (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Engineering; Environmental Science"
97;19900192103;"Astrophysical Journal Letters";journal;"20418213, 20418205";"American Astronomical Society";Yes;No;3,713;Q1;212;703;1969;48874;19504;1969;10,74;69,52;27,84;1;10;United Kingdom;Western Europe;"American Astronomical Society";"1995-2006, 2008-2025";"Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1)";"Earth and Planetary Sciences; Physics and Astronomy"
98;21100224437;"Clinical and Molecular Hepatology";journal;"22872728, 2287285X";"Korean Association for the Study of the Liver";Yes;No;3,635;Q1;65;149;266;4659;2472;166;10,01;31,27;36,28;0;103;South Korea;Asiatic Region;"Korean Association for the Study of the Liver";"2012-2025";"Hepatology (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
99;21100903225;"eClinicalMedicine";journal;"25895370";"Elsevier Ltd";Yes;No;3,633;Q1;99;598;1620;26556;14619;1394;9,05;44,41;47,43;21;408;United Kingdom;Western Europe;"Elsevier Ltd";"2018-2025";"Medicine (miscellaneous) (Q1)";"Medicine"
100;19700175861;"Gut Microbes";journal;"19490984, 19490976";"Landes Bioscience";Yes;No;3,609;Q1;129;388;749;33170;10087;737;11,05;85,49;46,58;1;123;United States;Northern America;"Landes Bioscience";"2010-2025";"Gastroenterology (Q1); Infectious Diseases (Q1); Microbiology (Q1); Microbiology (medical) (Q1)";"Immunology and Microbiology; Medicine"
101;21100369815;"eBioMedicine";journal;"23523964";"Elsevier B.V.";Yes;No;3,591;Q1;136;561;1701;30168;14633;1335;9,52;53,78;44,75;6;336;Netherlands;Western Europe;"Elsevier B.V.";"2014-2025";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
102;21100464567;"Journal of Advanced Ceramics";journal;"22278508, 22264108";"Tsinghua University Press";Yes;No;3,591;Q1;79;158;411;10157;7178;411;16,75;64,28;35,18;0;23;China;Asiatic Region;"Tsinghua University Press";"2012-2025";"Ceramics and Composites (Q1); Electronic, Optical and Magnetic Materials (Q1)";"Materials Science"
103;21100873339;"ESMO Open";journal;"20597029";"Elsevier B.V.";Yes;No;3,582;Q1;70;286;721;11090;4688;616;6,40;38,78;44,77;4;254;United Kingdom;Western Europe;"Elsevier B.V.";"2016-2025";"Cancer Research (Q1); Oncology (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
104;21101166978;"Eco-Environment and Health";journal;"27729850";"Elsevier B.V.";Yes;No;3,580;Q1;20;56;62;5253;901;49;14,53;93,80;40,69;0;37;Netherlands;Western Europe;"Elsevier B.V.";"2022-2025";"Ecology (Q1); Environmental Science (miscellaneous) (Q1); Health, Toxicology and Mutagenesis (Q1)";"Environmental Science"
105;19600166310;"EMBO Molecular Medicine";journal;"17574676, 17574684";"Springer Science and Business Media Deutschland GmbH";Yes;No;3,571;Q1;151;160;458;9516;3597;401;7,02;59,48;47,12;1;83;United Kingdom;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2009-2025";"Molecular Medicine (Q1)";"Biochemistry, Genetics and Molecular Biology"
106;21101039661;"Opto-Electronic Advances";journal;"20964579";"Chinese Academy of Sciences";Yes;No;3,557;Q1;52;63;161;2988;2769;157;19,08;47,43;34,44;0;5;China;Asiatic Region;"Chinese Academy of Sciences";"2018-2025";"Atomic and Molecular Physics, and Optics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Surfaces, Coatings and Films (Q1)";"Engineering; Materials Science; Physics and Astronomy"
107;21101027216;"Plant Communications";journal;"25903462";"Cell Press";Yes;No;3,552;Q1;48;218;276;14857;3079;272;10,26;68,15;39,13;0;30;United States;Northern America;"Cell Press";"2020-2025";"Biochemistry (Q1); Biotechnology (Q1); Cell Biology (Q1); Molecular Biology (Q1); Plant Science (Q1)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
108;21100900345;"JAMA Network Open";journal;"25743805";"American Medical Association";Yes;No;3,546;Q1;154;2471;6440;71987;46513;5455;6,89;29,13;48,95;50;1320;United States;Northern America;"American Medical Association";"2018-2025";"Medicine (miscellaneous) (Q1)";"Medicine"
109;21101037196;"JHEP Reports";journal;"25895559";"Elsevier B.V.";Yes;No;3,525;Q1;55;213;454;8735;3768;410;7,64;41,01;39,71;4;121;Netherlands;Western Europe;"Elsevier B.V.";"2019-2025";"Gastroenterology (Q1); Hepatology (Q1); Immunology and Allergy (Q1); Internal Medicine (Q1)";"Medicine"
110;20700195026;"Acta Pharmaceutica Sinica B";journal;"22113843, 22113835";"Chinese Academy of Medical Sciences";Yes;No;3,489;Q1;123;359;884;29081;13524;850;13,80;81,01;42,31;0;179;China;Asiatic Region;"Chinese Academy of Medical Sciences";"2012, 2014-2025";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1)";"Pharmacology, Toxicology and Pharmaceutics"
111;21100204914;"Journal of Cachexia, Sarcopenia and Muscle";journal;"21905991, 21906009";"Wiley-Blackwell";Yes;No;3,416;Q1;112;254;694;10047;7129;633;9,89;39,56;37,94;0;120;United States;Northern America;"Wiley-Blackwell";"2010-2025";"Orthopedics and Sports Medicine (Q1); Physiology (medical) (Q1)";"Medicine"
112;21101107327;"Energy Material Advances";journal;"26927640";"American Association for the Advancement of Science";Yes;Yes;3,415;Q1;29;46;102;2875;1370;101;13,76;62,50;31,77;0;24;United States;Northern America;"American Association for the Advancement of Science";"2020-2025";"Energy (miscellaneous) (Q1); Fuel Technology (Q1); Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Materials Science"
113;21121;"Proceedings of the National Academy of Sciences of the United States of America";journal;"10916490, 00278424";"National Academy of Sciences";Yes;No;3,414;Q1;896;3766;11419;208730;98764;10454;7,85;55,42;36,18;69;1003;United States;Northern America;"National Academy of Sciences";"1945-1951, 1961-2025";"Multidisciplinary (Q1)";"Multidisciplinary"
114;19900192023;"Earth System Dynamics";journal;"21904979, 21904987";"Copernicus Publications";Yes;No;3,412;Q1;70;76;206;6569;1796;205;7,30;86,43;34,94;3;46;Germany;Western Europe;"Copernicus Publications";"2010-2025";"Earth and Planetary Sciences (miscellaneous) (Q1)";"Earth and Planetary Sciences"
115;21101196374;"Energy Reviews";journal;"27729702";"Elsevier B.V.";Yes;No;3,411;Q1;18;30;31;4148;609;31;19,65;138,27;29,88;0;21;Netherlands;Western Europe;"Elsevier B.V.";"2022-2025";"Renewable Energy, Sustainability and the Environment (Q1)";"Energy"
116;21100900364;"Protection and Control of Modern Power Systems";journal;"23670983, 23672617";"Institute of Electrical and Electronics Engineers Inc.";Yes;Yes;3,398;Q1;57;38;156;1749;2082;156;14,39;46,03;31,95;0;24;Singapore;Asiatic Region;"Institute of Electrical and Electronics Engineers Inc.";"2018-2024";"Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1); Safety, Risk, Reliability and Quality (Q1)";"Energy; Engineering"
117;21101023196;"International Journal of Extreme Manufacturing";journal;"26317990, 26318644";"IOP Publishing Ltd.";Yes;Yes;3,380;Q1;52;109;153;15169;3039;152;20,20;139,17;26,02;0;48;United Kingdom;Western Europe;"IOP Publishing Ltd.";"2019-2025";"Industrial and Manufacturing Engineering (Q1)";"Engineering"
118;21100242814;"eLife";journal;"2050084X";"eLife Sciences Publications Ltd";Yes;No;3,379;Q1;225;1527;5627;0;35041;5440;5,59;0,00;39,73;0;363;United Kingdom;Western Europe;"eLife Sciences Publications Ltd";"2012-2025";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Neuroscience (miscellaneous) (Q1)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Neuroscience"
119;21100242403;"Redox Biology";journal;"22132317";"Elsevier B.V.";Yes;No;3,374;Q1;158;449;1134;33291;14107;1124;11,39;74,14;43,85;0;184;Netherlands;Western Europe;"Elsevier B.V.";"2013-2025";"Biochemistry (Q1); Clinical Biochemistry (Q1); Organic Chemistry (Q1)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
120;21101061414;"npj Precision Oncology";journal;"2397768X";"Springer Nature";Yes;No;3,370;Q1;46;280;328;15849;2481;322;7,81;56,60;39,60;1;234;United Kingdom;Western Europe;"Springer Nature";"2017-2025";"Cancer Research (Q1); Oncology (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
121;21100207003;"Theranostics";journal;"18387640";"Ivyspring International Publisher";Yes;No;3,370;Q1;177;405;1349;32645;18548;1349;12,72;80,60;40,77;0;209;Australia;Pacific Region;"Ivyspring International Publisher";"2012-2025";"Medicine (miscellaneous) (Q1); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
122;21239;"Drugs";journal;"00126667, 11791950";"";Yes;No;3,362;Q1;201;127;457;8620;5488;433;11,29;67,87;36,43;0;48;Switzerland;Western Europe;"";"1971-2025";"Pharmacology (medical) (Q1)";"Medicine"
123;25441;"Cardiovascular Diabetology";journal;"14752840";"BioMed Central Ltd";Yes;No;3,353;Q1;121;446;864;22728;8892;843;10,40;50,96;42,94;0;396;United Kingdom;Western Europe;"BioMed Central Ltd";"2002-2025";"Cardiology and Cardiovascular Medicine (Q1); Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1)";"Medicine"
124;26769;"Astrophysical Journal, Supplement Series";journal;"15384365, 00670049";"American Astronomical Society";Yes;No;3,344;Q1;286;278;904;24975;7257;904;7,72;89,84;28,20;1;0;United Kingdom;Western Europe;"American Astronomical Society";"1984, 1987-2025";"Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1)";"Earth and Planetary Sciences; Physics and Astronomy"
